,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
23009,NY,13838,DELAWARE,36025
23013,IL,60030,LAKE,17097
23015,NJ,7885,MORRIS,34027
23018,WI,54615,JACKSON,55081
23019,TX,77069,HARRIS,48201
23022,ID,83852,BONNER,16017
23023,TX,78148,BEXAR,48029
23026,OR,97524,JACKSON,41033
23028,AR,72034,FAULKNER,5145
23032,TX,75979,TYLER,48457
23033,NY,12144,RENSSELAER,36083
23035,GA,31024,PUTNAM,13237
23036,OH,43964,JEFFERSON,39081
23037,MN,55423,HENNEPIN,27171
23040,NC,28711,BUNCOMBE,37021
23045,CA,92129,SAN DIEGO,6073
23046,MN,55128,WASHINGTON,27163
23047,WI,53575,DANE,55049
23052,FL,34461,CITRUS,12017
23053,CA,95341,MERCED,6047
23055,NY,10954,ROCKLAND,36087
23056,TX,76528,CORYELL,48281
23057,KY,42717,CUMBERLAND,21169
23058,FL,33805,POLK,12105
23059,AK,99901,KETCHIKAN GATEWAY,2130
23060,IA,52002,DUBUQUE,19105
23062,IN,47553,MARTIN,18101
23063,PA,15116,ALLEGHENY,42003
23068,CT,6510,NEW HAVEN,9009
23069,CA,94904,MARIN,6041
23071,TN,37772,LOUDON,47105
23073,NJ,7960,MORRIS,34027
23076,MO,64116,CLAY,29095
23081,TX,76054,TARRANT,48439
23083,MI,48082,MACOMB,26099
23086,CO,80014,ARAPAHOE,8005
23089,ND,58102,CASS,38017
23090,CO,80517,LARIMER,8069
23092,MA,1821,MIDDLESEX,25017
23096,OH,43215,FRANKLIN,39129
23101,VA,22315,FAIRFAX,51059
23106,FL,34956,MARTIN,12085
23108,VA,22482,LANCASTER,51103
23110,NY,13165,SENECA,36099
23112,MI,48827,EATON,26045
23116,WA,98312,KITSAP,53035
23118,IN,46517,ELKHART,18113
23122,AZ,85143,PINAL,4021
23123,CA,95366,SAN JOAQUIN,6077
23124,VA,24343,CARROLL,51035
23127,NC,27107,FORSYTH,37067
23130,LA,70394,LAFOURCHE,22057
23132,AL,35004,SAINT CLAIR,1115
23134,MA,2180,MIDDLESEX,25017
23138,FL,33014,MIAMI-DADE,12086
23140,NY,12413,GREENE,36039
23142,TX,78114,WILSON,48493
23143,TX,75208,DALLAS,48113
23149,TX,75227,DALLAS,48113
23155,PA,17821,MONTOUR,42093
23157,MO,63645,MADISON,29187
23158,NY,14223,ERIE,36029
23161,MD,20784,PRINCE GEORGES,24033
23162,VA,24426,COVINGTON CITY,51580
23163,NY,14612,MONROE,36055
23167,CA,91763,SAN BERNARDINO,6071
23168,NJ,7522,PASSAIC,34031
23170,KY,41702,PERRY,21193
23171,MI,48122,WAYNE,26163
23172,LA,70345,LAFOURCHE,22057
23174,CO,80112,ARAPAHOE,8005
23177,IN,46208,MARION,18097
23178,OH,44667,WAYNE,39169
23179,MO,65556,PULASKI,29169
23180,OK,73020,OKLAHOMA,40109
23182,MS,39437,JONES,28067
23183,PA,19604,BERKS,42011
23188,CA,92011,SAN DIEGO,6073
23189,HI,96746,KAUAI,15007
23190,TN,37744,GREENE,47179
23193,CT,6469,MIDDLESEX,9007
23195,NY,11762,NASSAU,36059
23198,CA,91010,LOS ANGELES,6037
23202,OK,74085,PAYNE,40119
23203,MD,21851,WORCESTER,24047
23204,MD,21703,FREDERICK,24021
23207,WA,98102,KING,53033
23210,MI,48176,WASHTENAW,26161
23211,CA,95338,MARIPOSA,6043
23212,CT,6067,HARTFORD,9003
23217,WA,98059,KING,53033
23220,MO,65559,PHELPS,29161
23221,OH,43054,FRANKLIN,39129
23226,LA,71104,CADDO,22017
23228,AZ,85008,MARICOPA,4013
23231,HI,96761,MAUI,15009
23232,PA,17584,LANCASTER,42071
23234,CA,93442,SAN LUIS OBISPO,6079
23235,SC,29466,CHARLESTON,45019
23237,CA,90026,LOS ANGELES,6037
23241,TX,78231,BEXAR,48029
23244,IL,60164,COOK,17031
23250,WV,25302,KANAWHA,54039
23255,FL,33076,BROWARD,12011
23257,LA,71040,CLAIBORNE,22119
23259,WI,54751,DUNN,55033
23261,IL,60540,DUPAGE,17043
23265,RI,2871,NEWPORT,44005
23266,MO,64052,JACKSON,29095
23269,ME,4086,SAGADAHOC,23023
23270,PA,17801,NORTHUMBERLAND,42097
23271,FL,33175,MIAMI-DADE,12086
23273,MD,20876,MONTGOMERY,24031
23275,VA,23606,NEWPORT NEWS CITY,51700
23276,OH,44070,CUYAHOGA,39035
23281,NY,12047,ALBANY,36001
23284,OK,74848,HUGHES,40107
23286,TX,76123,TARRANT,48439
23288,OH,44278,SUMMIT,39153
23290,WA,98354,PIERCE,53053
23291,PA,19138,PHILADELPHIA,42101
23292,IL,60106,DUPAGE,17043
23296,CA,90049,LOS ANGELES,6037
23300,WV,25427,BERKELEY,54003
23303,CA,90278,LOS ANGELES,6037
23307,MS,39654,LAWRENCE,28127
23309,FL,33023,BROWARD,12011
23311,MN,55426,HENNEPIN,27171
23314,IL,62056,MONTGOMERY,17135
23315,IN,47978,JASPER,18181
23318,OH,43209,FRANKLIN,39129
23323,IA,50023,POLK,19153
23326,OR,97068,CLACKAMAS,41005
23329,NJ,8540,MERCER,34021
23332,UT,84741,KANE,49025
23333,IL,60056,COOK,17031
23339,MO,63114,SAINT LOUIS,29189
23341,DE,19933,SUSSEX,10005
23342,CA,90248,LOS ANGELES,6037
23346,AR,71852,HOWARD,5061
23349,CA,90095,LOS ANGELES,6037
23353,NJ,8812,MIDDLESEX,34023
23356,MA,1887,MIDDLESEX,25017
23360,GA,31906,MUSCOGEE,13215
23361,WI,54901,WINNEBAGO,55139
23362,AL,36207,CALHOUN,1015
23366,OH,44133,CUYAHOGA,39035
23371,TX,76106,TARRANT,48439
23373,WI,53581,RICHLAND,55103
23374,MD,20653,SAINT MARYS,24037
23375,OK,73072,CLEVELAND,40027
23379,WY,82070,ALBANY,56001
23380,TX,75956,JASPER,48351
23381,CT,6611,FAIRFIELD,9001
23383,WI,53045,WAUKESHA,55133
23384,TX,76177,TARRANT,48439
23386,PA,15022,WASHINGTON,42125
23387,AZ,85938,APACHE,4001
23388,CA,95018,SANTA CRUZ,6087
23389,OR,97448,LANE,41039
23390,KY,42748,LARUE,21179
23391,WI,54904,WINNEBAGO,55139
23392,PA,16823,CENTRE,42027
23394,GA,31217,BIBB,13021
23398,NY,14450,MONROE,36055
23402,AL,35173,JEFFERSON,1073
23407,NY,14901,CHEMUNG,36015
23409,NY,10459,BRONX,36005
23412,OK,74128,TULSA,40145
23415,RI,2840,NEWPORT,44005
23416,IN,46278,MARION,18097
23417,FL,34974,OKEECHOBEE,12111
23418,NE,68114,DOUGLAS,31055
23420,MA,1602,WORCESTER,25027
23421,MS,39204,HINDS,28049
23424,NY,13316,ONEIDA,36065
23426,FL,32693,GILCHRIST,12041
23428,MI,49420,OCEANA,26127
23429,OH,45417,MONTGOMERY,39135
23432,LA,71109,CADDO,22017
23434,MI,49319,KENT,26123
23437,PA,18509,LACKAWANNA,42069
23442,ME,4468,PENOBSCOT,23019
23444,CA,96067,SISKIYOU,6093
23445,MA,1129,HAMPDEN,25013
23447,FL,32224,DUVAL,12089
23450,VA,23901,PRINCE EDWARD,51147
23451,ND,58554,MORTON,38065
23453,LA,70554,EVANGELINE,22039
23455,MN,55082,WASHINGTON,27163
23456,AZ,86426,MOHAVE,4015
23457,OK,74075,PAYNE,40119
23458,KS,67235,SEDGWICK,20173
23460,OR,97741,JEFFERSON,41031
23461,KY,40066,SHELBY,21211
23462,NY,12206,ALBANY,36001
23465,NY,10705,WESTCHESTER,36119
23466,MN,56377,STEARNS,27145
23468,MA,2748,BRISTOL,25005
23471,WI,54650,LA CROSSE,55063
23472,TX,79336,HOCKLEY,48219
23473,CO,81601,GARFIELD,8045
23477,NC,28390,CUMBERLAND,37051
23481,MN,55408,HENNEPIN,27171
23484,OH,44030,ASHTABULA,39007
23487,OH,45405,MONTGOMERY,39135
23490,AL,35111,JEFFERSON,1073
23495,MA,1913,ESSEX,25009
23498,NH,3276,BELKNAP,33001
23501,VA,22041,FAIRFAX,51059
23506,KY,41472,MORGAN,21205
23507,NJ,7857,MORRIS,34027
23510,GA,30092,GWINNETT,13135
23514,NE,68310,GAGE,31131
23516,NH,3054,HILLSBOROUGH,33011
23520,MO,65483,TEXAS,29215
23521,TX,78041,WEBB,48479
23522,MI,48429,SHIAWASSEE,26155
23523,CA,91506,LOS ANGELES,6037
23527,IA,50313,POLK,19153
23530,GA,30204,LAMAR,13293
23531,KS,67209,SEDGWICK,20173
23533,KY,41074,CAMPBELL,21037
23535,FL,33141,MIAMI-DADE,12086
23537,OH,44647,STARK,39151
23541,MN,55428,HENNEPIN,27171
23544,NE,68516,LANCASTER,31109
23546,NY,14047,ERIE,36029
23549,MO,64504,BUCHANAN,29021
23550,MN,56470,HUBBARD,27159
23551,UT,84337,BOX ELDER,49005
23553,IL,60194,COOK,17031
23559,NY,10550,WESTCHESTER,36119
23560,MA,2143,MIDDLESEX,25017
23564,AL,36522,MOBILE,1097
23566,CA,91801,LOS ANGELES,6037
23570,OR,97381,MARION,41047
23571,NY,11003,NASSAU,36059
23574,DE,19940,SUSSEX,10005
23575,IL,60504,DUPAGE,17043
23579,IL,60169,COOK,17031
23585,VA,24522,APPOMATTOX,51037
23586,IN,46619,ST JOSEPH,18141
23588,MT,59047,PARK,30067
23589,WA,98116,KING,53033
23592,IL,60616,COOK,17031
23598,MI,48763,IOSCO,26069
23600,TX,79072,HALE,48189
23602,FL,32643,ALACHUA,12083
23608,VA,23430,ISLE OF WIGHT,51093
23610,NC,28518,DUPLIN,37061
23613,UT,84098,SUMMIT,49043
23615,PA,15672,WESTMORELAND,42129
23616,TN,37367,BLEDSOE,47175
23617,KS,66611,SHAWNEE,20177
23619,IL,60188,DUPAGE,17043
23623,AZ,85019,MARICOPA,4013
23626,WA,98271,SNOHOMISH,53061
23627,CA,91722,LOS ANGELES,6037
23631,NY,13053,TOMPKINS,36109
23632,PA,18018,NORTHAMPTON,42095
23633,TX,77354,MONTGOMERY,48339
23636,WY,82604,NATRONA,56025
23637,IL,60538,KENDALL,17093
23639,IN,46303,LAKE,18089
23641,WI,53546,ROCK,55105
23643,NY,14607,MONROE,36055
23647,NJ,8835,SOMERSET,34035
23649,TN,38115,SHELBY,47157
23651,WY,82435,PARK,56029
23652,TN,37204,DAVIDSON,47037
23657,SC,29661,GREENVILLE,45045
23661,AL,35217,JEFFERSON,1073
23666,MA,1760,MIDDLESEX,25017
23670,NC,27209,MONTGOMERY,37125
23673,FL,33825,HIGHLANDS,12055
23675,PA,15223,ALLEGHENY,42003
23680,CO,81625,MOFFAT,8081
23681,FL,34108,COLLIER,12021
23684,TX,75116,DALLAS,48113
23690,TN,37033,HICKMAN,47081
23692,MI,48386,OAKLAND,26125
23695,GA,30328,FULTON,13121
23698,NH,3104,HILLSBOROUGH,33011
23702,IN,47567,PIKE,18125
23703,FL,34996,MARTIN,12085
23705,NY,11693,QUEENS,36081
23706,MS,39365,NESHOBA,28123
23708,LA,70447,SAINT TAMMANY,22103
23711,LA,70032,SAINT BERNARD,22087
23712,TX,78626,WILLIAMSON,48491
23713,VA,23851,FRANKLIN CITY,51620
23714,CT,6610,FAIRFIELD,9001
23716,WI,54913,OUTAGAMIE,55087
23719,WI,53228,MILWAUKEE,55079
23722,TX,75137,DALLAS,48113
23728,NJ,7060,UNION,34039
23729,VT,5468,CHITTENDEN,50007
23732,PA,18344,MONROE,42089
23735,CT,6333,NEW LONDON,9015
23738,OH,44406,MAHONING,39099
23741,MN,55449,ANOKA,27059
23744,WA,98275,SNOHOMISH,53061
23745,MA,1527,WORCESTER,25027
23746,AL,35749,MADISON,1089
23748,NY,11733,SUFFOLK,36103
23749,IL,61761,MCLEAN,17113
23751,IL,60561,DUPAGE,17043
23755,NC,27513,WAKE,37183
23756,TX,78212,BEXAR,48029
23759,CO,80211,DENVER,8031
23761,ME,4457,PENOBSCOT,23019
23763,OH,44307,SUMMIT,39153
23765,IL,61101,WINNEBAGO,17201
23766,MI,48638,SAGINAW,26145
23769,NV,89434,WASHOE,32031
23770,AK,99603,KENAI PENINSULA,2122
23771,CA,93449,SAN LUIS OBISPO,6079
23772,WI,54241,MANITOWOC,55071
23774,NY,12208,ALBANY,36001
23777,IA,50131,POLK,19153
23780,CA,90262,LOS ANGELES,6037
23784,PA,15037,ALLEGHENY,42003
23789,PA,15522,BEDFORD,42009
23792,IL,60067,COOK,17031
23798,SC,29306,SPARTANBURG,45083
23800,MN,55318,CARVER,27085
23804,VA,20151,FAIRFAX,51059
23809,MO,63138,SAINT LOUIS,29189
23811,OK,73134,OKLAHOMA,40109
23813,MA,2115,SUFFOLK,25025
23814,IL,61455,MCDONOUGH,17109
23815,PA,17257,CUMBERLAND,42041
23818,CA,90067,LOS ANGELES,6037
23822,TN,38358,GIBSON,47053
23825,TX,75220,DALLAS,48113
23831,IL,60445,COOK,17031
23837,UT,84014,DAVIS,49011
23838,AZ,85742,PIMA,4019
23841,TN,38002,SHELBY,47157
23843,CA,93501,KERN,6029
23848,NJ,8052,BURLINGTON,34021
23852,NC,27282,GUILFORD,37081
23856,NY,14216,ERIE,36029
23859,CA,95354,STANISLAUS,6099
23860,UT,84087,DAVIS,49011
23861,AR,72335,SAINT FRANCIS,5123
23862,TX,77023,HARRIS,48201
23865,CA,93610,MADERA,6039
23868,WA,98901,YAKIMA,53077
23869,NY,13206,ONONDAGA,36067
23870,PA,15044,ALLEGHENY,42003
23875,VA,24370,SMYTH,51191
23877,AZ,86336,YAVAPAI,4025
23878,MN,56201,KANDIYOHI,27067
23879,VA,22556,STAFFORD,51179
23880,AL,35080,SHELBY,1117
23881,PA,15946,CAMBRIA,42021
23885,IL,60409,COOK,17031
23891,AZ,85250,MARICOPA,4013
23894,ID,83338,JEROME,16053
23895,NY,11354,QUEENS,36081
23896,CA,94123,SAN FRANCISCO,6075
23898,WV,26416,BARBOUR,54083
23900,WA,98541,GRAYS HARBOR,53027
23902,KY,40245,JEFFERSON,21215
23906,CA,90745,LOS ANGELES,6037
23910,MN,55304,ANOKA,27059
23913,CA,93021,VENTURA,6111
23914,TX,76092,TARRANT,48439
23916,AR,72150,GRANT,5069
23917,HI,96750,HAWAII,15001
23918,TX,77037,HARRIS,48201
23921,ID,83805,BOUNDARY,16021
23922,FL,33455,MARTIN,12085
23924,IL,60101,DUPAGE,17043
23928,NY,10472,BRONX,36005
23931,IA,50311,POLK,19153
23934,NY,14204,ERIE,36029
23937,KY,41301,WOLFE,21237
23938,MO,65340,SALINE,29195
23939,MI,49505,KENT,26123
23942,MN,56345,MORRISON,27153
23944,TN,38340,CHESTER,47069
23945,IN,47918,FOUNTAIN,18107
23947,MD,20877,MONTGOMERY,24031
23949,FL,32351,GADSDEN,12039
23951,NY,14211,ERIE,36029
23954,TX,77469,FORT BEND,48157
23957,OR,97487,LANE,41039
23958,MO,63108,SAINT LOUIS CITY,29510
23959,NY,12566,ORANGE,36071
23962,NV,89445,HUMBOLDT,32027
23963,VT,5446,CHITTENDEN,50007
23966,RI,2896,PROVIDENCE,44007
23967,HI,96707,HONOLULU,15003
23968,CA,94607,ALAMEDA,6001
23971,PA,16407,ERIE,42049
23973,IL,60202,COOK,17031
23979,SC,29223,RICHLAND,45079
23980,FL,32615,ALACHUA,12083
23986,MN,56501,BECKER,27005
23989,OH,43950,BELMONT,39067
23993,TX,79007,HUTCHINSON,48341
23995,IL,60970,IROQUOIS,17091
23997,TX,77396,HARRIS,48201
24000,NC,27052,STOKES,37169
24001,NJ,7604,BERGEN,34003
24004,IL,61021,LEE,17103
24006,MI,48316,MACOMB,26099
24009,WV,25303,KANAWHA,54039
24014,NC,27312,CHATHAM,37135
24016,FL,34442,CITRUS,12017
24017,CT,6475,MIDDLESEX,9007
24019,VA,24279,WISE,51195
24020,CA,92532,RIVERSIDE,6065
24023,CA,95407,SONOMA,6097
24024,GA,31620,COOK,13075
24025,AL,35216,JEFFERSON,1073
24030,MN,55901,OLMSTED,27109
24032,IL,60640,COOK,17031
24038,VT,5753,ADDISON,50001
24039,CA,92570,RIVERSIDE,6065
24042,CA,94568,ALAMEDA,6001
24045,AL,35128,SAINT CLAIR,1115
24047,MI,48658,ARENAC,26011
24049,CA,93305,KERN,6029
24054,WI,54665,VERNON,55123
24055,CO,80304,BOULDER,8013
24060,OH,45223,HAMILTON,39061
24062,FL,34275,SARASOTA,12115
24063,NJ,7040,ESSEX,34013
24066,AZ,86427,MOHAVE,4015
24067,CA,95348,MERCED,6047
24069,NE,68801,HALL,31079
24072,CA,93041,VENTURA,6111
24073,MN,55311,HENNEPIN,27171
24076,GA,30813,COLUMBIA,13073
24079,MI,49461,MUSKEGON,26127
24082,CA,90266,LOS ANGELES,6037
24086,WY,82930,UINTA,56041
24087,AR,72031,VAN BUREN,5141
24088,NC,27239,DAVIDSON,37057
24090,PA,15120,ALLEGHENY,42003
24095,OH,45215,HAMILTON,39061
24097,VA,22193,PRINCE WILLIAM,51153
24099,ME,4270,OXFORD,23017
24100,TN,37062,WILLIAMSON,47187
24101,IL,60156,MCHENRY,17111
24102,GA,31082,WASHINGTON,13303
24103,NJ,8328,GLOUCESTER,34015
24105,WY,82501,FREMONT,56013
24106,CA,94612,ALAMEDA,6001
24109,MA,1119,HAMPDEN,25013
24111,CA,95383,TUOLUMNE,6109
24112,OK,74834,LINCOLN,40125
24115,NY,10965,ROCKLAND,36087
24116,CA,90016,LOS ANGELES,6037
24120,OK,74959,LE FLORE,40079
24121,DE,19934,KENT,10001
24124,LA,71342,LA SALLE,22059
24126,NY,10455,BRONX,36005
24129,CA,91302,LOS ANGELES,6037
24133,KY,41017,KENTON,21117
24134,IN,47220,JACKSON,18071
24136,PA,16438,ERIE,42049
24138,NY,14620,MONROE,36055
24142,OH,45377,MONTGOMERY,39135
24145,LA,70760,POINTE COUPEE,22077
24146,MO,63012,JEFFERSON,29099
24150,PA,15656,ARMSTRONG,42005
24152,MS,39194,YAZOO,28163
24153,MN,55118,DAKOTA,27037
24157,MA,2138,MIDDLESEX,25017
24161,CA,93240,KERN,6029
24166,MN,55343,HENNEPIN,27171
24169,NE,68124,DOUGLAS,31055
24171,MI,48074,SAINT CLAIR,26147
24173,WA,98028,KING,53033
24176,TN,38125,SHELBY,47157
24178,WI,54302,BROWN,55009
24182,OH,43062,LICKING,39089
24184,WA,98660,CLARK,53011
24186,KY,41179,LEWIS,21135
24187,PR,725,CAGUAS,72025
24189,CA,92629,ORANGE,6059
24191,WI,54235,DOOR,55029
24192,GA,30083,DEKALB,13089
24196,NY,13662,SAINT LAWRENCE,36089
24197,AZ,85286,MARICOPA,4013
24200,VT,5452,CHITTENDEN,50007
24203,TX,76014,TARRANT,48439
24205,AL,36350,DALE,1061
24208,IA,52761,MUSCATINE,19139
24209,SC,29108,NEWBERRY,45079
24213,AL,35044,TALLADEGA,1121
24214,SC,29924,HAMPTON,45049
24216,ID,83402,BONNEVILLE,16051
24218,NY,11367,QUEENS,36081
24219,MI,48104,WASHTENAW,26161
24220,PA,15074,BEAVER,42007
24222,PA,19151,PHILADELPHIA,42101
24223,FL,33134,MIAMI-DADE,12086
24225,SD,57201,CODINGTON,46057
24226,WV,25530,WAYNE,54099
24227,VA,23072,GLOUCESTER,51073
24228,AL,36274,RANDOLPH,1111
24229,MA,1702,MIDDLESEX,25017
24233,IA,50316,POLK,19153
24236,LA,71106,CADDO,22017
24238,CO,80120,ARAPAHOE,8005
24241,CA,95971,PLUMAS,6063
24242,IL,61821,CHAMPAIGN,17019
24245,WA,98144,KING,53033
24248,AZ,85339,MARICOPA,4013
24251,FL,33837,POLK,12105
24252,AR,72714,BENTON,5007
24255,NV,89081,CLARK,32003
24256,SC,29669,ANDERSON,45073
24261,CO,80129,DOUGLAS,8119
24265,VA,22802,HARRISONBURG CITY,51660
24266,IL,60102,MCHENRY,17111
24267,MI,48059,SAINT CLAIR,26147
24269,MI,48473,GENESEE,26087
24276,FL,33572,HILLSBOROUGH,12057
24281,TX,75248,DALLAS,48113
24287,TX,78504,HIDALGO,48215
24288,CA,93923,MONTEREY,6053
24289,TX,75013,COLLIN,48121
24295,NC,28138,ROWAN,37159
24296,PA,17046,LEBANON,42075
24297,PA,15683,WESTMORELAND,42129
24298,MD,21113,ANNE ARUNDEL,24003
24301,MI,48062,MACOMB,26099
24304,CO,80911,EL PASO,8041
24307,AK,99611,KENAI PENINSULA,2122
24308,NE,68506,LANCASTER,31109
24310,PA,17009,MIFFLIN,42087
24311,TX,78052,ATASCOSA,48311
24315,OH,44310,SUMMIT,39153
24317,TX,76310,WICHITA,48485
24319,OH,44830,SENECA,39173
24321,MS,39530,HARRISON,28047
24324,FL,32082,SAINT JOHNS,12109
24325,CA,94519,CONTRA COSTA,6013
24326,CA,95665,AMADOR,6005
24327,WV,25523,LINCOLN,54099
24330,IL,61107,WINNEBAGO,17201
24331,GA,31553,BRANTLEY,13127
24333,MA,2744,BRISTOL,25005
24336,WI,53217,MILWAUKEE,55079
24339,GA,31554,COFFEE,13069
24342,PA,18707,LUZERNE,42079
24345,CA,91901,SAN DIEGO,6073
24346,NY,14210,ERIE,36029
24349,NH,3106,MERRIMACK,33013
24352,WI,53562,DANE,55049
24357,TX,75785,CHEROKEE,48073
24358,RI,2878,NEWPORT,44005
24359,PA,19123,PHILADELPHIA,42101
24360,AZ,85365,YUMA,4027
24361,MD,20910,MONTGOMERY,24031
24363,NY,13142,OSWEGO,36075
24364,NJ,8226,CAPE MAY,34009
24366,KY,40217,JEFFERSON,21215
24370,AL,36604,MOBILE,1097
24372,MI,48362,OAKLAND,26125
24375,LA,70058,JEFFERSON,22051
24377,FL,32118,VOLUSIA,12127
24378,GA,30228,HENRY,13247
24381,WA,98671,CLARK,53011
24383,ND,58301,RAMSEY,38071
24384,KY,40222,JEFFERSON,21215
24388,MI,48226,WAYNE,26163
24389,MA,2472,MIDDLESEX,25017
24393,IL,61764,LIVINGSTON,17105
24395,GA,30341,DEKALB,13089
24399,WA,98338,PIERCE,53053
24400,IL,60659,COOK,17031
24406,KY,40823,HARLAN,21095
24408,MI,49445,MUSKEGON,26127
24411,NY,14513,WAYNE,36117
24412,DC,20016,DISTRICT OF COLUMBIA,11001
24413,IL,62930,SALINE,17165
24414,PA,17070,CUMBERLAND,42041
24417,LA,70507,LAFAYETTE,22055
24421,KY,42413,HOPKINS,21107
24422,IN,46408,LAKE,18089
24424,MA,1569,WORCESTER,25027
24425,OR,97540,JACKSON,41033
24427,MO,65026,MILLER,29141
24428,VA,23224,RICHMOND CITY,51760
24429,CA,91104,LOS ANGELES,6037
24433,NY,11557,NASSAU,36059
24436,MO,65622,DALLAS,29167
24437,GA,30087,DEKALB,13089
24441,NY,14569,WYOMING,36121
24442,MI,48837,EATON,26045
24446,TX,75835,HOUSTON,48225
24447,IL,60630,COOK,17031
24453,IA,52806,SCOTT,19163
24454,TX,78363,KLEBERG,48355
24455,IN,46240,MARION,18097
24456,NJ,8638,MERCER,34021
24459,FL,33706,PINELLAS,12103
24460,NE,68108,DOUGLAS,31055
24462,AL,35503,WALKER,1127
24464,MA,2568,DUKES,25007
24465,WI,53089,WAUKESHA,55133
24466,TX,75966,NEWTON,48351
24467,CO,80550,WELD,8123
24468,MD,20782,PRINCE GEORGES,24033
24469,NJ,8085,GLOUCESTER,34015
24471,PA,16117,LAWRENCE,42085
24474,NJ,7105,ESSEX,34013
24477,AR,72855,LOGAN,5149
24480,NE,68131,DOUGLAS,31055
24482,IN,46205,MARION,18097
24483,MA,2649,BARNSTABLE,25001
24485,MA,1536,WORCESTER,25027
24486,NY,11102,QUEENS,36081
24487,MT,59044,YELLOWSTONE,30111
24488,MA,2050,PLYMOUTH,25023
24489,MI,49230,JACKSON,26075
24491,CA,91765,LOS ANGELES,6037
24495,ME,4102,CUMBERLAND,23005
24499,FL,32348,TAYLOR,12123
24500,MI,49548,KENT,26123
24503,OH,44062,GEAUGA,39055
24506,CA,92508,RIVERSIDE,6065
24509,MI,48083,OAKLAND,26125
24512,PA,16066,BUTLER,42019
24515,FL,32926,BREVARD,12009
24517,MN,55104,RAMSEY,27123
24519,NC,28466,DUPLIN,37061
24522,VA,22406,STAFFORD,51179
24523,OR,97229,WASHINGTON,41067
24525,CA,95842,SACRAMENTO,6067
24528,WI,54409,LANGLADE,55085
24530,KS,66605,SHAWNEE,20177
24532,IA,50312,POLK,19153
24535,VA,24055,HENRY,51089
24537,MS,38851,CHICKASAW,28115
24539,TX,76058,JOHNSON,48251
24542,FL,32204,DUVAL,12089
24545,SC,29572,HORRY,45051
24547,IL,60115,DEKALB,17201
24552,FL,32180,VOLUSIA,12127
24553,FL,33602,HILLSBOROUGH,12057
24558,TX,75254,DALLAS,48113
24564,OK,74301,CRAIG,40105
24565,TX,76692,HILL,48309
24568,ID,83714,ADA,16001
24573,FL,34473,MARION,12083
24576,TX,78572,HIDALGO,48215
24577,AL,35085,CHILTON,1037
24579,CT,6804,FAIRFIELD,9001
24581,IA,52627,LEE,19111
24582,GA,30324,FULTON,13121
24585,TX,78641,WILLIAMSON,48491
24586,ID,83440,MADISON,16065
24587,TX,78756,TRAVIS,48453
24589,WV,26201,UPSHUR,54097
24590,WI,53073,SHEBOYGAN,55131
24592,CA,94025,SAN MATEO,6081
24595,CO,80126,DOUGLAS,8119
24599,KY,40361,BOURBON,21017
24601,MN,55110,RAMSEY,27123
24603,PA,16214,CLARION,42031
24605,NY,13037,MADISON,36053
24608,CA,93550,LOS ANGELES,6037
24612,WI,54521,VILAS,55125
24613,NH,3826,ROCKINGHAM,33015
24615,IL,62221,SAINT CLAIR,17163
24617,NY,11558,NASSAU,36059
24620,FL,32820,ORANGE,12095
24623,MA,2135,SUFFOLK,25025
24624,IL,62450,RICHLAND,17159
24625,AR,72012,WHITE,5145
24626,AR,71655,DREW,5079
24627,NY,11373,QUEENS,36081
24628,MA,2176,MIDDLESEX,25017
24632,AL,35646,COLBERT,1059
24634,NC,28212,MECKLENBURG,37119
24637,IL,60402,COOK,17031
24643,NY,10460,BRONX,36005
24646,PA,19087,DELAWARE,42045
24648,MA,2116,SUFFOLK,25025
24649,NE,68701,MADISON,31119
24653,MA,2127,SUFFOLK,25025
24654,MN,55060,STEELE,27147
24655,IL,60543,KENDALL,17093
24657,VA,20155,PRINCE WILLIAM,51153
24659,NJ,8312,GLOUCESTER,34015
24661,OH,43125,FRANKLIN,39129
24666,CA,91604,LOS ANGELES,6037
24670,MD,20774,PRINCE GEORGES,24033
24671,ID,83647,ELMORE,16039
24672,IL,60467,COOK,17031
24678,IL,60647,COOK,17031
24684,NC,28572,LENOIR,37191
24686,MO,64118,CLAY,29095
24691,NC,28215,MECKLENBURG,37119
24694,NV,89705,DOUGLAS,32005
24696,MO,64759,BARTON,29057
24697,AR,71909,GARLAND,5125
24700,OH,44444,TRUMBULL,39155
24701,KY,41041,FLEMING,21181
24703,PA,18519,LACKAWANNA,42069
24708,ME,4009,CUMBERLAND,23005
24712,TX,78102,BEE,48025
24714,VA,24477,AUGUSTA,51163
24718,ND,58601,STARK,38089
24719,MD,21750,WASHINGTON,24043
24720,IN,46805,ALLEN,18003
24724,TX,75010,DENTON,48497
24728,NM,87042,VALENCIA,35061
24729,ME,4937,SOMERSET,23025
24730,KY,42211,TRIGG,21221
24731,CO,80831,EL PASO,8041
24734,NV,89403,LYON,32019
24736,FL,33043,MONROE,12087
24737,VA,23294,HENRICO,51087
24739,NJ,7701,MONMOUTH,34025
24741,VA,23502,NORFOLK CITY,51710
24743,CA,95746,PLACER,6061
24745,MI,48039,SAINT CLAIR,26147
24747,AZ,85340,MARICOPA,4013
24750,NJ,8098,SALEM,34033
24751,NY,10924,ORANGE,36071
24754,MI,49783,CHIPPEWA,26033
